Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
1fb37b26-96b3-8f3c-7a17-28b569bbb9b4,1957-05-22,,999-83-2767,S99988131,X69584696X,Mrs.,Corey514,Larkin917,,Leffler128,M,black,nonhispanic,F,Westford  Massachusetts  US,162 Leannon Plaza,Brockton,Massachusetts,Plymouth County,02302,42.03485107880272,-71.08823191783165,1269388.952,1110553.6480000003
96dcaa07-6d0a-29d5-65ff-581d4c5f69f7,1939-05-31,1974-01-09,999-84-3658,S99990562,X8940302X,Mr.,Johnny786,Ledner144,,,M,white,nonhispanic,M,Andover  Massachusetts  US,549 Legros Bay,Gardner,Massachusetts,Worcester County,,42.55122669564656,-71.97340645269608,771228.95,143.60999999999996
bc1edb0e-fde9-894d-a439-394fc3437b20,1994-08-09,,999-12-8429,S99939470,X59549630X,Ms.,Alysa236,Bergnaum523,,,,white,nonhispanic,F,Green Harbor-Cedar Crest  Massachusetts  US,701 Stokes Spur,Boston,Massachusetts,Suffolk County,02121,42.26263302951347,-71.11989034321277,1107344.3999999997,278.6399999999999
fab37d10-f152-3091-b982-ae9279fe8177,1998-09-05,,999-48-8898,S99910237,X55378529X,Ms.,Leana211,Predovic534,,,,white,nonhispanic,F,Grafton  Massachusetts  US,337 Collins Neck Suite 84,Westford,Massachusetts,Middlesex County,,42.60782303848979,-71.46107999576054,100324.399,489143.58099999995
4dda2219-649c-0525-d462-d4eaa6f638db,2014-11-04,,999-31-6503,,,,Chang901,Crist667,,,,white,nonhispanic,M,Quincy  Massachusetts  US,295 Labadie Well,Woburn,Massachusetts,Middlesex County,01801,42.49921634080568,-71.13613140818134,162831.9,56.21999999999992
1e2b4480-645f-f037-f46e-477bf991ca57,2017-09-03,,999-43-1305,,,,Mathilda200,Lebsack687,,,,white,nonhispanic,F,Avon  Massachusetts  US,933 Ondricka Manor,Topsfield,Massachusetts,Essex County,,42.68671996633534,-70.93268938239213,122063.88,0.0
6000af41-f076-badf-0075-5f76d40dc0e6,2012-12-18,,999-19-5764,,,,Jerrold404,Miller503,,,,black,nonhispanic,M,Lynn  Massachusetts  US,279 Reinger Knoll Apt 72,Norwood,Massachusetts,Norfolk County,,42.21394567449037,-71.24214700434239,227074.66,206.21999999999997
c8c4c9c2-418d-bc95-341b-df4fa2027456,1990-09-01,,999-77-6023,S99998340,X36455373X,Mr.,Oscar384,Heidenreich818,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,690 Grimes Plaza,Falmouth,Massachusetts,Barnstable County,02540,41.55910906494879,-70.68192318115845,918281.21,331.79999999999995
c10bd106-0cb4-cea6-1652-046a2152fbe4,1974-08-04,,999-81-5091,S99972535,X15602072X,Mr.,Armand155,Howe413,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,942 O'Conner Glen Unit 61,Shelburne Falls,Massachusetts,Franklin County,01370,42.56324770209988,-72.69439944128237,1134381.9974999998,3413.1524999999992
2952ff85-6c6c-c162-6d7e-8fcd71d949b6,2014-12-02,,999-78-6866,,,,Theresa98,Vandervort697,,,,white,nonhispanic,F,Worcester  Massachusetts  US,752 Reichel Vista,Canton,Massachusetts,Norfolk County,,42.21231394321151,-71.0930428878003,184054.21999999997,322.76999999999987
63a4ee1d-0a99-7924-6b3f-569f21020d6a,1943-04-30,2011-01-21,999-20-2208,S99936641,X77721358X,Mrs.,Fatimah228,Kassulke119,,Sporer811,M,white,nonhispanic,F,Springfield  Massachusetts  US,388 Cummings Rapid,Cohasset,Massachusetts,Norfolk County,,42.21547787109266,-70.7966921110792,3136050.6854999997,661865.4645000001
5ac71232-7481-5008-7fda-823fb5ee9b60,1977-04-16,,999-88-1234,S99952285,X72397461X,Mrs.,Jade952,Lang846,,Rath779,M,white,nonhispanic,F,Walpole  Massachusetts  US,547 Welch Trail,Burlington,Massachusetts,Middlesex County,,42.48347854454908,-71.32906901760023,1483209.7164999999,337666.33349999995
235eeab6-822b-ca6a-e38b-aadaf66b018f,1939-05-31,2007-12-31,999-26-6981,S99988572,X59230427X,Mr.,Delbert384,Bailey598,,,M,white,nonhispanic,M,Lakeville  Massachusetts  US,676 Brown Vista,Gardner,Massachusetts,Worcester County,,42.56863819167032,-72.01932691277011,1447536.0625000002,74180.6575
a66cc082-0eb8-09db-8336-59c23b36613e,2001-05-01,,999-25-7552,S99947075,X17616676X,Ms.,Megan108,Medhurst46,,,,white,nonhispanic,F,Southampton  Massachusetts  US,113 Johns Course,Pittsfield,Massachusetts,Berkshire County,,42.47965995695623,-73.21750116182027,512755.285,4069.125
2cfac462-bf5a-0c04-cb65-2956869cb73e,1996-03-07,,999-79-9714,S99990371,X9491716X,Mr.,Burton124,Collins926,,,,white,nonhispanic,M,Revere  Massachusetts  US,732 Ritchie Landing Suite 23,West Stockbridge,Massachusetts,Berkshire County,,42.300551712813004,-73.35987032137359,624362.1075,1417.7324999999998
2c59af1a-b4c8-c56f-e1ed-1f9092fe481d,1937-01-03,2020-03-05,999-56-4774,S99987887,X57038745X,Mrs.,Alverta45,Swaniawski813,,Marks830,M,white,nonhispanic,F,Freetown  Massachusetts  US,305 Champlin Skyway Suite 6,Lynn,Massachusetts,Essex County,01901,42.51147419181315,-70.93906972623567,3257507.0585000003,467189.5615000001
cf323fd4-a173-ae62-1bfd-b2c9e0b88159,1995-05-02,,999-86-7451,S99923481,X53469287X,Ms.,Verena947,Huel628,,,,white,nonhispanic,F,Douglas  Massachusetts  US,456 McDermott Trafficway Unit 18,Boston,Massachusetts,Suffolk County,02199,42.35293235890174,-71.04139204109636,1433641.337,72180.163
d8a985de-4235-c1c4-0b68-695c29a92177,1979-01-20,,999-75-6589,S99935353,X2659245X,Mr.,Rolland302,Thiel172,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,535 Aufderhar Byway,North Adams,Massachusetts,Berkshire County,,42.692656018599884,-73.11133685672748,207642.54499999995,56.11499999999995
ab41cd7d-cb7b-65ce-d248-245137c8474e,1939-05-31,1987-04-01,999-52-9883,S99910634,X69595226X,Mr.,Connie24,Kuphal363,,,M,white,nonhispanic,M,Blackstone  Massachusetts  US,372 Walker Corner,Gardner,Massachusetts,Worcester County,01440,42.587317616356316,-72.01650781058952,1098639.3599999999,218.54999999999995
e363961e-e69e-66dc-08e0-3f7997c95458,1968-05-26,,999-30-1838,S99976417,X34035749X,Mrs.,Leeann571,Stracke611,,Breitenberg711,M,asian,nonhispanic,F,Boston  Massachusetts  US,755 Schroeder Overpass Apt 37,Marlborough,Massachusetts,Middlesex County,01752,42.37033752536546,-71.52743387777754,3090235.2835000004,428300.6164999999
8f76c53c-090a-29bf-8d85-787f33b160cb,1959-02-12,,999-63-8321,S99943051,X36478715X,Mr.,Harris789,Grimes165,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,823 Strosin Ramp Apt 89,Brockton,Massachusetts,Plymouth County,02351,42.03812279957316,-71.07302428993972,1621655.01,13030.8
99397bcd-e5b3-ac83-d5a4-ceaf257edf41,1958-02-20,,999-42-9301,S99964658,X30556894X,Mr.,Rene434,Feeney44,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,935 Crist Highlands,Merrimac,Massachusetts,Essex County,,42.85697663885486,-71.05718050724053,1572675.7450000006,8372.145
9884917a-373d-9c7b-de32-3926a4ef56da,1943-04-30,,999-26-6284,S99970892,X53048245X,Mrs.,Ophelia894,Gottlieb798,,Hoeger474,M,white,nonhispanic,F,Boston  Massachusetts  US,484 Lockman Approach Suite 93,Cohasset,Massachusetts,Norfolk County,,42.26986738050416,-70.76757338769559,2503819.7515000002,1047521.0384999997
9939483d-ce75-e9e4-c90c-e55b920bf283,1996-06-12,,999-93-1281,S99964357,X40861524X,Ms.,Cyndy549,Steuber698,,,,black,hispanic,F,Provincetown  Massachusetts  US,1042 Blanda Gateway Unit 90,Palmer,Massachusetts,Hampden County,01080,42.22931978726207,-72.32984207660934,105006.43800000004,464672.3219999999
3b4f367e-2c0c-b74d-5539-13e48dcf0b69,2006-09-22,,999-94-1486,,,,Adán600,Cabrera242,,,,black,nonhispanic,M,Caracas  Capital District  VE,1024 Bins Trail Apt 33,Longmeadow,Massachusetts,Hampden County,,42.04555302248166,-72.56218707439288,359903.43000000005,3522.9599999999996
0ea64816-4f68-2193-b613-27682e418471,1986-01-16,,999-75-8265,S99927670,X30319222X,Mrs.,Catheryn300,Hammes673,,Haag279,M,white,nonhispanic,F,Boston  Massachusetts  US,326 Abshire Ranch,Dedham,Massachusetts,Norfolk County,,42.19821477692165,-71.14894893403537,1305690.1790000002,411819.451
349e0360-bb54-608e-441f-5a2a16bfe0c1,1950-06-07,,999-56-5919,S99938896,X62335155X,Mrs.,Honey275,Legros616,,Gutmann970,M,white,nonhispanic,F,New Bedford  Massachusetts  US,674 Erdman Spur Unit 81,Barnstable,Massachusetts,Barnstable County,02601,41.69408816046945,-70.37384051469617,2433634.3310000002,431009.979
9d5216ad-75ad-94f2-5acb-d1e3fbd2aad0,1937-01-03,,999-31-9738,S99978222,X24808560X,Mrs.,Delisa884,Reilly981,,Reynolds644,M,white,nonhispanic,F,Milton  Massachusetts  US,844 Smith Highlands,Lynn,Massachusetts,Essex County,01904,42.540568459660484,-71.01004577293824,3488142.1765000005,1049818.5835
cad6bf14-0187-31e2-0006-5680fe0b0a77,1939-05-31,,999-20-5654,S99978109,X12236499X,Mr.,Terrence276,Maggio310,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,1005 Boehm Extension Suite 13,Gardner,Massachusetts,Worcester County,01440,42.6173025141741,-72.00246348861394,1647698.1950000005,17236.675
1df20f11-9fc6-f4e4-8ee6-762c7c2e9cb2,2004-04-27,,999-33-1450,S99977722,,,April374,Beahan375,,,,white,nonhispanic,F,Ipswich  Massachusetts  US,294 McCullough Ranch Unit 76,Springfield,Massachusetts,Hampden County,01199,42.13344232240336,-72.56814086780835,375669.13,0.0
44fcb90b-1e08-02c3-782b-278da1101917,2015-12-09,,999-61-7476,,,,Elden718,Nitzsche158,,,,white,nonhispanic,M,Boston  Massachusetts  US,324 Mante Park Unit 35,Amherst,Massachusetts,Hampshire County,,42.31370207300378,-72.5511856790376,142547.7075,519.0224999999998
4e01faad-9753-e20a-d421-476d08394a2b,1971-08-30,,999-10-2942,S99910495,X24367294X,Mr.,Emmett200,Jacobson885,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,1039 Tillman Avenue,Lowell,Massachusetts,Middlesex County,01852,42.6167069359562,-71.30094487123682,160315.904,61482.176
e2587dad-f824-a7b6-3d43-b60c4dafc4bb,2020-02-07,,999-85-8799,,,,Joaquín233,Segura601,,,,white,hispanic,M,Puebla  Puebla  MX,413 Metz Byway Suite 50,Boston,Massachusetts,Suffolk County,02130,42.35820089557067,-71.12299252181303,45919.8,206.21999999999997
af802ab1-74f5-e0b9-b6ce-61ab316e7247,1975-10-02,,999-72-2591,S99926634,X4639770X,Ms.,Micah422,Zieme486,,,S,white,nonhispanic,F,Leominster  Massachusetts  US,499 Walker Course Apt 4,New Bedford,Massachusetts,Bristol County,02743,41.71644627781717,-70.89981974895672,502629.06649999984,757080.5835
ad3f47f2-a229-cdf8-f469-5dbdd76f5337,2006-05-17,,999-69-9038,,,,Ismael683,Considine820,,,,asian,nonhispanic,M,Brookline  Massachusetts  US,792 Little Path,Sharon,Massachusetts,Norfolk County,,42.088367193995005,-71.18008585271848,177806.78999999995,0.0
332a0fdf-0bfa-6ab0-e0eb-025a577c7c90,2005-10-22,,999-87-2996,,,,Roxane435,Daugherty69,,,,white,nonhispanic,F,North Andover  Massachusetts  US,651 Stark Avenue,Waltham,Massachusetts,Middlesex County,02451,42.35826993784806,-71.29512044347074,410853.14749999996,7625.1525
3cdb8e62-8809-9901-34f8-a1595e461f86,2017-09-05,,999-12-9153,,,,Oralia106,Ondricka197,,,,white,nonhispanic,F,Methuen  Massachusetts  US,241 Zieme Road Suite 89,Fall River,Massachusetts,Bristol County,02790,41.73298572891463,-71.17274719761569,105368.92499999999,2536.005
59db67b8-4c36-d20d-c67f-35ebbd2c234a,1988-04-07,,999-61-9091,S99988375,X43960287X,Mr.,Kareem959,Wyman904,,,M,white,nonhispanic,M,Mattapoisett  Massachusetts  US,1083 Walker Ville Suite 53,Norwood,Massachusetts,Norfolk County,02090,42.23677847669518,-71.21489778022405,707986.5625000001,8824.3275
f5f6e411-4f9d-b814-6bec-6746cdb3df30,1966-07-01,,999-12-6623,S99937570,X50211676X,Mrs.,Cary869,Powlowski563,,Kuvalis369,M,white,nonhispanic,F,Holyoke  Massachusetts  US,596 Wilderman Fort,Springfield,Massachusetts,Hampden County,01151,42.11151389714983,-72.58867860956757,2933986.652500001,21084.397500000003
8ab99269-e1a0-8a93-a0c2-0cff520f23c5,1976-04-15,,999-52-3773,S99958301,X6137444X,Mr.,Tracey100,Rippin620,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,458 Kilback Fort,Mansfield,Massachusetts,Bristol County,,42.018247868327656,-71.20768774221273,1090392.7325000002,1283.7074999999998
2fb5ae17-dd4a-f274-587e-93a557d1a597,1953-09-28,,999-26-5080,S99921216,X83892963X,Mr.,Olen518,Stracke611,,,M,black,nonhispanic,M,Wilmington  Massachusetts  US,1006 Raynor Way Suite 42,Fall River,Massachusetts,Bristol County,02790,41.61588713615915,-71.00305941215795,1698229.1725000008,40210.60749999999
96d4540b-3a07-0e12-4bb4-af170ad8f66b,2020-07-03,,999-61-3566,,,,Elisabeth967,Torp761,,,,white,nonhispanic,F,Boston  Massachusetts  US,803 Block Ville Suite 82,Douglas,Massachusetts,Worcester County,,42.09790391799656,-71.75766466532899,27251.445,2854.335
5dbcb495-75c7-dc17-5a1e-ca42d56e9e26,1951-12-04,,999-57-5590,S99965913,X77287170X,Mrs.,Syble581,Gottlieb798,,Abernathy524,M,asian,nonhispanic,F,Westfield  Massachusetts  US,359 Grimes Estate Suite 84,Weymouth,Massachusetts,Norfolk County,02189,42.1453343056229,-70.98137021771626,2447392.7205000003,276821.0895
ab593df6-08d1-efaa-0e72-154c53ef22fb,1991-11-29,,999-91-6305,S99912867,X26950850X,Mr.,Prince887,Skiles927,,,M,asian,nonhispanic,M,Ahmedabad  Gujarat  IN,824 Murphy Center,Somerville,Massachusetts,Middlesex County,02155,42.36236225420718,-71.13310874743779,804380.3,22592.22
9355fc8b-b20c-8ee9-3685-d5c1bc45e4bc,2015-11-15,,999-17-9655,,,,Christopher407,Padberg411,,,,white,nonhispanic,M,Worcester  Massachusetts  US,886 Durgan Key Apt 64,Spencer,Massachusetts,Worcester County,,42.2619862316763,-72.02086041557071,80484.43000000001,0.0
086ec3b3-b5c2-a81e-f661-a3197a74c83f,1997-01-26,,999-35-1081,S99973485,X32365359X,Ms.,Birgit199,Cremin516,,,,asian,nonhispanic,F,Fall River  Massachusetts  US,943 Thompson Vale,Springfield,Massachusetts,Hampden County,01103,42.17511010282644,-72.59205337147652,764109.3080000001,300622.14199999993
85528f07-2ce3-01d5-e212-d0eb8d31ab47,1975-02-25,,999-82-9179,S99932127,X30049136X,Mrs.,Gala823,Cummings51,,Spencer878,M,white,nonhispanic,F,Needham  Massachusetts  US,686 Rolfson Spur Suite 42,West Yarmouth,Massachusetts,Barnstable County,02673,41.64239246937261,-70.26928691544524,1861298.8475000006,2627.4824999999996
6016aac7-11ed-b836-9642-d3eedd02cd36,2021-05-28,,999-47-8580,,,,Neville893,Bahringer146,,,,white,nonhispanic,M,Dennis  Massachusetts  US,351 Kreiger Quay Unit 37,Dedham,Massachusetts,Norfolk County,02090,42.250852906796396,-71.14596326377531,7362.02,0.0
b8b7321b-994b-aa28-b467-0e5b4768587c,1965-08-24,,999-22-5735,S99990980,X88124989X,Mr.,German382,McDermott739,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,281 Murphy Bridge,Bellingham,Massachusetts,Norfolk County,02019,42.057729383164244,-71.44736400646526,1482595.8575000004,3056.0024999999996
a4871c6a-1dfd-067a-6d8a-3a512086b40f,1999-05-10,,999-36-3764,S99965236,X81733566X,Ms.,Viviana350,Dicki44,,,,white,nonhispanic,F,Longmeadow  Massachusetts  US,1009 Dickens Mission,Leominster,Massachusetts,Worcester County,01453,42.47797834082038,-71.72730221792591,179689.00000000003,7465.89
5956ba4b-160f-9080-0a94-ccf50d6a9447,1973-11-19,,999-98-4903,S99979801,X28272012X,Ms.,Chastity705,Fadel536,,,S,white,nonhispanic,F,Cohasset  Massachusetts  US,456 Botsford Haven Suite 23,Newton,Massachusetts,Middlesex County,02464,42.3153485978237,-71.20046702018634,1793432.8375000006,177417.50250000003
f758c760-ed58-866d-40f0-6a0de46ef41c,1963-03-25,,999-32-1143,S99952915,X72076410X,Mrs.,Winnifred2,Kautzer186,,Bechtelar572,M,white,nonhispanic,F,Boston  Massachusetts  US,707 Fadel Approach Unit 26,Quincy,Massachusetts,Norfolk County,,42.20853169676107,-71.03574874510818,2577303.1624999996,93847.7175
35edcd1c-da98-3170-7e61-bc86f4432fee,1980-03-29,,999-48-3985,S99975880,X62696712X,Mr.,Edmond919,Heller342,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,944 Schroeder Harbor,Brockton,Massachusetts,Plymouth County,02351,42.12381943926875,-71.04990387804399,992380.5549999999,1742.895
c59dbc8e-183b-d780-5f2f-d3a6fa0db6a9,1993-01-22,,999-10-8404,S99965989,X5512382X,Mr.,Harlan808,Erdman779,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,795 DuBuque Run,Brookline,Massachusetts,Norfolk County,02446,42.3110935988158,-71.1283177236024,91042.08249999997,38799.5675
20329952-7201-1757-3607-d052001a2da5,1955-09-06,2008-01-11,999-37-8744,S99958688,X21425519X,Mrs.,Taisha184,Hoppe518,,Schaden604,M,white,nonhispanic,F,Boston  Massachusetts  US,195 Quitzon Promenade,East Bridgewater,Massachusetts,Plymouth County,,42.080908926605936,-70.92339301051823,941927.3485000002,933043.2315
81a8344f-c0f2-2bb8-86ed-b635624f76f3,2005-10-30,2020-06-28,999-66-8598,,,,Buddy254,Conroy74,,,,white,nonhispanic,M,Gloucester  Massachusetts  US,190 Ziemann Path Apt 44,Everett,Massachusetts,Middlesex County,02148,42.431261913486445,-71.08413110095294,436631.76,123.71999999999994
a2e0e8cb-7bb3-0c38-c963-566e85709b48,1993-04-11,2009-01-11,999-55-2879,,,,Brunilda665,Ullrich385,,,,white,nonhispanic,F,South Lancaster  Massachusetts  US,661 Kautzer Trafficway,Plymouth,Massachusetts,Plymouth County,02360,41.84875915699248,-70.6469820597293,399984.17000000004,0.0
605ff010-2480-59fc-c225-a1556a4c8426,1972-02-02,,999-74-7735,S99931829,X27414290X,Mrs.,Dessie725,Welch179,,McClure239,M,white,nonhispanic,F,Boston  Massachusetts  US,920 Frami Boulevard,Worcester,Massachusetts,Worcester County,01602,42.22827447533369,-71.80008413801319,1662847.0349999997,211915.575
24b5608a-9886-9269-645e-6925fa2b9676,1997-09-02,,999-76-4678,S99999362,X61702649X,Ms.,Lakesha141,Dickens475,,,,white,hispanic,F,Fall River  Massachusetts  US,1013 Hickle Junction,Boston,Massachusetts,Suffolk County,02132,42.40225613853746,-71.04149002705228,778177.9424999999,49070.73750000001
90f3f3ab-137b-705a-e8ff-23c533181601,1946-05-22,,999-42-9020,S99990742,X79344761X,Mr.,Manuel446,Bosco882,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,806 West Pathway,Milton,Massachusetts,Norfolk County,02186,42.25700262469515,-71.09938887497783,1833355.3960000004,52577.914000000004
6b091007-73c1-2335-b9b0-3786e0c66419,2000-11-13,,999-46-9716,S99925357,X8977001X,Mr.,Pablo44,Wuckert783,,,,other,nonhispanic,M,Norwood  Massachusetts  US,467 Bernier Annex,Boston,Massachusetts,Suffolk County,02113,42.34442213523556,-71.14738162632982,43320.403,26042.217
7cd390d3-4ec0-7be1-6a4d-5f838335812d,2005-10-30,,999-30-3479,,,,Erick204,Koss676,,,,white,nonhispanic,M,Cochituate  Massachusetts  US,598 Ryan Trail,Everett,Massachusetts,Middlesex County,02149,42.4068018644708,-71.10326376504818,404983.0525,1271.6775
666b4e48-1e7e-2697-5571-0ed5a13b18fc,1967-09-05,,999-74-3990,S99969910,X47951061X,Mrs.,Maybell872,Rath779,,Renner328,M,white,nonhispanic,F,Boston  Massachusetts  US,578 Hahn Mill,Medway,Massachusetts,Norfolk County,,42.12331187691806,-71.40866613315785,1399531.9854999995,409788.79449999996
